anchor,positive
"Πρῶτον μὲν οὖν ἐκεῖνο αὐτοὺς ἐρωτήσωμεν, εἰ μὴ ἐφ' ἑκάστης ἡμέρας μυριάκις ἀμείβεται τῶν ἀστέρων τὰ σχήματα; Ἀεικίνητοι γὰρ ὄντες οἱ πλανῆται λεγόμενοι, καὶ οἱ μὲν θᾶττον ἐπικαταλαμβάνοντες ἀλλήλους, οἱ δὲ βραδυτέρας τὰς περιόδους ποιούμενοι, ἐπὶ τῆς αὐτῆς ὥρας πολλάκις καὶ ὁρῶσιν ἀλλήλους καὶ ἀποκρύπτονται, μεγίστην τε ἔχει δύμανιν ἐν ταῖς γενέσεσι τὸ ἢ παρὰ ἀγαθοποιοῦ ἐφορᾶσθαι, ἢ κακοποιοῦ, ὡς αὐτοὶ λέγουσι.","ἐπερωτᾷ εἰ τὰ τῶν ἀστέρων σχήματα πολλάκις μεταβάλλει, τῶν πλανητῶν θᾶττον ἢ βραδύτερον κινουμένων καὶ ποτὲ μὲν ὁρωμένων, ποτὲ δὲ κρυπτομένων. μέγιστον δὲ δύνᾳται ἐν ταῖς γενέσεσιν, ἐάντε ὑπ’ ἀγαθοποιοῦ ἐάντε ὑπὸ κακοποιοῦ θεωρῶνται."
"Τί οὐκ ἂν γένοιτο τῶν παραδόξων ἕνεκεν σοῦ, ὃς κατ' εἰκόνα γέγονας τοῦ Θεοῦ, ὅπουγε ὑπὲρ ὄρνιθος οὕτω μικρᾶς ἡ μεγάλη καὶ φοβερὰ κατέχεται θάλασσα, ἐν μέσῳ χειμῶνι γαλήνην ἄγειν ἐπιταχθεῖσα; Τὴν τρυγόνα φασὶ διαζευχθεῖσάν ποτε τοῦ ὁμόζυγος, μηκέτι τὴν πρὸς ἕτερον καταδέχεσθαι κοινωνίαν, ἀλλὰ μένειν ἀσυνδύαστον, μνήμῃ τοῦ ποτὲ συζευχθέντος τὴν πρὸς ἕτερον κοινωνίαν ἀπαρνουμένην.","τίς οὐκ ἂν γένοιτο θαῦμα διὰ σέ, ὃς θεοῦ εἰκών; καὶ γὰρ θάλασσα ὑπακούει μικρῷ ὀρνίθῳ, χειμῶνος μέσου γαληνιάζουσα. ἡ δὲ τρυγὼν ἀποθανόντος τοῦ ζεύγους οὐδέποτε ἑτέρῳ συνδυάζεται, μνήμῃ τοῦ προτέρου πιστοῦ μένουσα."
"Καὶ γὰρ εἰ καὶ τὴν φύσιν ἀγνοοῦμεν τῶν γενομένων, ἀλλὰ τό γε ὁλοσχερῶς ὑποπῖπτον ἡμῶν τῇ αἰσθήσει τοσοῦτον ἔχει τὸ θαῦμα, ὥστε καὶ τὸν ἐντρεχέστατον νοῦν ἐλάττονα ἀναφανῆναι τοῦ ἐλαχίστου τῶν ἐν τῷ κόσμῳ, πρὸς τὸ ἢ δυνηθῆναι αὐτὸ κατ' ἀξίαν ἐπεξελθεῖν, ἢ τὸν ὀφειλόμενον ἔπαινον ἀποπληρῶσαι τῷ κτίσαντι· ᾧ πᾶσα δόξα, τιμὴ καὶ κράτος, εἰς τοὺς αἰῶνας τῶν αἰώνων.","Ἀρκεῖ τὸ περιβλέψασθαι τὸν κόσμον τὸν περιέχοντα ἡμᾶς, ὥστε θεάσασθαι τὴν τοῦ Δημιουργοῦ δύναμιν καὶ τοὺς ὀφειλομένους αὐτῷ ἔπαίνους."
"Καὶ καθότι πολλοὶ τῶν φαντασθέντων συνυπάρχειν ἐξ ἀϊδίου τῷ Θεῷ τὸν κόσμον, οὐχὶ γεγενῆσθαι παρ' αὐτοῦ συνεχώρησαν, ἀλλ' οἱονεὶ ἀποσκίασμα τῆς δυνάμεως αὐτοῦ ὄντα αὐτομάτως παρυποστῆναι· καὶ αἴτιον μὲν αὐτοῦ ὁμολογοῦσι τὸν Θεὸν, αἴτιον δὲ ἀπροαιρέτως, ὡς τῆς σκιᾶς τὸ σῶμα, καὶ τῆς λαμπηδόνος τὸ ἀπαυγάζον· τὴν οὖν τοιαύτην ἀπάτην ἐπανορθούμενος ὁ προφήτης, τῇ ἀκριβείᾳ ταύτῃ τῶν ῥημάτων ἐχρήσατο εἰπὼν, Ἐν ἀρχῇ ἐποίησεν ὁ Θεός.","Ἅμαρτάνεις εἰ οἴει μὴ αἴτιον εἶναι τὸν Θεὸν τοῦ κόσμου· αἴτιος γάρ ἐστι τοῦ κόσμου, προϋπάρχων αὐτοῦ πρὸ χρόνου."
"Εὑρήσεις γὰρ οὕτως, πόθεν τῷ χρόνῳ ἡ πρώτη κίνησις, ἔπειτα, ὅτι καὶ οἱονεὶ θεμέλιοί τινες καὶ κρηπῖδες προκατεβλήθησαν ὁ οὐρανὸς καὶ ἡ γῆ· εἶτα, ὅτι ἐστί τις τεχνικὸς λόγος ὁ καθηγησάμενος τῆς τῶν ὁρωμένων διακοσμήσεως, ὡς ἐνδείκνυταί σοι ἡ φωνὴ τῆς ἀρχῆς· καὶ τὸ μὴ εἰκῇ μηδὲ μάτην, ἀλλὰ πρός τι τέλος ὠφέλιμον καὶ μεγάλην χρείαν τοῖς οὖσι συνεισφερόμενον ἐπινενοῆσθαι τὸν κόσμον, εἴπερ τῷ ὄντι ψυχῶν λογικῶν διδασκαλεῖον καὶ θεογνωσίας ἐστὶ παιδευτήριον, διὰ τῶν ὁρωμένων καὶ αἰσθητῶν χειραγωγίαν τῷ νῷ παρεχόμενος πρὸς τὴν θεωρίαν τῶν ἀοράτων, καθά φησιν ὁ ἀπόστολος, ὅτι Τὰ ἀόρατα αὐτοῦ ἀπὸ κτίσεως κόσμου τοῖς ποιήμασι νοούμενα καθορᾶται.","Ὁ κόσμος θείαν ἀρχὴν καὶ τέλος ἔχει· οὐ γὰρ ἀπὸ τύχης γέγονεν, ἀλλὰ μετὰ λόγου τεχνικοῦ ἔκτισται, καὶ διὰ τῶν ὁρατῶν ὁ ἄνθρωπος ἐπὶ τὴν γνῶσιν τῶν ἀοράτων ἄγεται."
"Ταῦτα τοῦ ἀοράτου κόσμου συμπληροῖ τὴν οὐσίαν, ὡς διδάσκει ἡμᾶς ὁ Παῦλος, λέγων, Ὅτι ἐν αὐτῷ ἐκτίσθη τὰ πάντα, εἴτε ὁρατὰ, εἴτε ἀόρατα, εἴτε θρόνοι, εἴτε κυριότητες, εἴτε ἀρχαὶ, εἴτε ἐξουσίαι, εἴτε δυνάμεις, εἴτε ἀγγέλων στρατιαὶ, εἴτε ἀρχαγγέλων ἐπιστασίαι· ὅτε δὲ ἔδει λοιπὸν καὶ τὸν κόσμον τοῦτον ἐπεισαχθῆναι τοῖς οὖσι, προηγουμένως μὲν διδασκαλεῖον καὶ παιδευτήριον τῶν ἀνθρωπίνων ψυχῶν· ἔπειτα μέντοι καὶ ἁπαξαπλῶς πάντων τῶν ἐν γενέσει καὶ φθορᾷ ἐπιτήδειον ἐνδιαίτημα.","Κατὰ τὸν ἀποστολικὸν λόγον, τὰ ὁρατὰ καὶ τὰ ἀόρατα ἕνα δημιουργὸν ἔχει, ὥσπερ οἱ θρόνοι, αἱ ἀρχαὶ καὶ τὰ λοιπὰ πάντα· ὁ δὲ κόσμος ὁ ὁρατός, καίπερ φθορᾷ ὑποκείμενος, θεραπεία τῷ πιστῷ ἀνθρώπῳ γίνεται."
"Οὐ φιλοπονήσεις περὶ σεαυτοῦ, ἄνθρωπε; οὐκ ἐν τῷ παρόντι αἰῶνι προαποθήσεις τὰς τοῦ μέλλοντος ἀναπαύσεις, πρὸς τὸ ὑπόδειγμα τοῦ μύρμηκος ἀποβλέψας; Ὃς ἐν θέρει τὴν χειμέριον τροφὴν ἑαυτῷ θησαυρίζει, καὶ οὐχ ὅτι μήπω πάρεστι τὰ τοῦ χειμῶνος λυπηρὰ, διὰ ῥᾳθυμίας παραπέμπει τὸν χρόνον· ἀλλὰ σπουδῇ τινι ἀπαραιτήτῳ πρὸς τὴν ἐργασίαν ἑαυτὸν κατατείνει, ἕως ἂν τὴν ἀρκοῦσαν τροφὴν ἐναπόθηται τοῖς ταμιείοις· καὶ οὐδὲ τοῦτο ῥᾳθύμως, ἀλλὰ σοφῇ τινι ἐπινοίᾳ τὴν τροφὴν ἐπιπλεῖστον διαρκεῖν μηχανώμενος.","Χρὴ τὸν ἄνθρωπον μιμεῖσθαι τὸν μύρμηκα, ὃς φιλοπόνως καὶ μετὰ σοφίας τροφὴν θησαυρίζει, ῥᾳθυμίαν φεύγων καὶ τὰ μέλλοντα προνοούμενος."
"Εἰ γὰρ τὰ πρόσκαιρα τοιαῦτα, ποταπὰ τὰ αἰώνια; Καὶ εἰ τὰ ὁρώμενα οὕτω καλὰ, ποταπὰ τὰ ἀόρατα; Εἰ οὐρανοῦ μέγεθος μέτρον ἀνθρωπίνης διανοίας ἐκβαίνει, τῶν ἀϊδίων τὴν φύσιν τίς ἄρα νοῦς ἐξιχνιάσαι δυνήσεται; Εἰ ὁ τῇ φθορᾷ ὑποκείμενος ἥλιος οὕτω καλὸς, οὕτω μέγας, ὀξὺς μὲν κινηθῆναι, εὐτάκτους δὲ τὰς περιόδους ἀποδιδοὺς, σύμμετρον μὲν ἔχων τὸ μέγεθος τῷ παντὶ, ὥστε μὴ ἐκβαίνειν τὴν πρὸς τὸ ὅλον ἀναλογίαν· τῷ δὲ κάλλει τῆς φύσεως οἷόν τις ὀφθαλμὸς διαυγὴς ἐμπρέπων τῇ κτίσει· εἰ ἀκόρεστος τούτου ἡ θέα, ποταπὸς τῷ κάλλει ὁ τῆς δικαιοσύνης ἥλιος; Εἰ τυφλῷ ζημία τοῦτον μὴ βλέπειν, ποταπὴ ζημία τῷ ἁμαρτωλῷ τοῦ ἀληθινοῦ φωτὸς στερηθῆναι; Καὶ εἶπεν ὁ Θεός· γενηθήτωσαν φωστῆρες ἐν τῷ στερεώματι τοῦ οὐρανοῦ εἰς φαῦσιν ἐπὶ τῆς γῆς, ὥστε διαχωρίζειν ἀνὰ μέσον τῆς ἡμέρας καὶ ἀνὰ μέσον τῆς νυκτός.","Τὰ ἀόρατα τῶν ὁρατῶν καλλίονα ἐστίν· ὥστε κἂν τυφλὸς ἐν τῷδε τῷ κόσμῳ τις ᾖ, μὴ στερούμενος τοῦ νοητοῦ φωτός."
"Ἀλλὰ μὴν τό γε τοῦ πυρὸς ἀναγκαῖον τῷ κόσμῳ, οὐδεὶς οὕτως ἔξω τοῦ βίου παντάπασιν, ὥστε τῆς ἐκ τοῦ λόγου διδασκαλίας προσδεῖσθαι· οὐ μόνον ὅτι αἱ συνεκτικαὶ τῆς ζωῆς ἡμῶν τέχναι τῆς ἐμπύρου ἐργασίας ἐπιδέονται πᾶσαι, ὑφαντικὴ, λέγω, καὶ σκυτοτομικὴ, καὶ οἰκοδομικὴ, καὶ γεωργία, ἀλλ' ὅτι οὔτε δένδρων βλάστησις, οὐ καρπῶν πέψις, οὐ ζῴων ἐγγείων ἢ τῶν ἐνύδρων γένεσις, οὐχ αἱ τούτων τροφαὶ ἢ ἐξ ἀρχῆς ἂν συνέστησαν, ἢ πρὸς χρόνον διήρκεσαν, τοῦ θερμοῦ μὴ παρόντος.","Αἱ φλόγες θερμότητα γεννῶσιν, ἡ δὲ θερμότης ταῖς τέχναις καὶ τῇ φύσει τῇ ὅλῃ ἀναγκαία ἐστίν."
"Quod quidem faciunt ii, qui multos esse volunt; quia necesse est imbecilles esse: siquidem singuli, sine auxilio reliquorum, tantae molis gubernaculum sustinere non possent.","Ἐναντίον ταῖς μεγάλαις δυσχερείαις ὁ ἄνθρωπος, ἐὰν μόνος ᾖ, ἀπόλωλεν· δεῖ τῆς τῶν ἄλλων βοηθείας."
"Nostri vero, qui semper mansuetudinis et humanitatis gloriam sibi vindicarunt, nonne sacrilegis his sacris immaniores reperiuntur? Hi enim potius scelerati sunt habendi, qui, cum sint liberalium disciplinarum studiis expoliti, ab humanitate desciscunt, quam qui rudes et imperiti ad mala facinora bonorum ignoratione labuntur.","Ἐγὼ δὲ μᾶλλον αἰτιῶ τοὺς σοφοὺς τοῦ κακῶς ἐκουσίως πράττειν, ἢ τοὺς ἀγνοίᾳ πταίοντας."
"Harum omnium Sibyllarum carmina et feruntur et habentur, praeterquam Cumaeae, cujus libri a Romanis occuluntur, nec eos ab ullo, nisi a quindecim viris inspici fas habent.",Ὀλίγον πλείους δέκα εἰσὶν οἱ ἄνδρες οἵτινες τοὺς ἀπορρήτους τῆς Σίβυλλας βίβλους ἐξετάζουσιν.
"In Olympo autem Jovem habitasse docet historia eadem, quae dicit:  « Ea tempestate Jupiter in monte Olympo maximam partem vitae colebat, et eo ad eum in jus veniebant, si quae res in controversia erant.","Πάλαι οἱ ἄνθρωποι οὐ θνητοῖς κριταῖς ἐπιτρέποντες τὰς κρίσεις ἐποιήσαντο, ἀλλὰ πρὸς τὸν Δία ἀνῄεσαν, τὸν πατέρα πάντων θεῶν καὶ βασιλέα τοῦ ὄρους τοῦ ὀνομαζομένου Ὀλύμπου."
"Pythagoras ita definivit quid esset Deus:  « Animus, qui per universas mundi partes, omnemque naturam commeans atque diffusus; ex quo omnia, quae nascuntur animalia, vitam capiunt.","""Τί με βούλει μαθεῖν;"" ""Βούλομαι εἰπεῖν μοι τί ποτε ἐστὶ τὸ θεῖον"". Ὁ φιλόσοφος μικρὸν ἐνθυμηθεὶς εἶπεν ὅτι ὁ θεὸς οὐκ ἄλλο τι ἐστὶν ἢ πνεῦμα ζωτικὸν καὶ τὴν φύσιν ἅπασαν διαπεπληρωκὸς."
"Num igitur nemo erit coelo dignus? num peribit virtus, quia hominibus in homines saevire non dabitur? Sed isti, qui eversiones urbium populorumque summam gloriam computant, otium publicum non ferent; rapient, saevient, et injuriis insolenter illatis, humanae societatis foedus irrumpent, ut habere hostem possint, quem sceleratius deleant, quam lacessierint.",Οὐκ ἔσται ἀξιὸς οὐρανοῦ ὁ βίαιος ὃς ἐνδόξως τὰς πόλεις ἀπολέσσει.
"Sed tamen nihil dedit, non a Deo conditore sumens exordium, sed a chao, quod est rudis inordinataeque materiae confusa congeries: cum explanare ante debuerit, chaos ipsum unde, quando, quomodo esse, aut constare coepisset.","Ἡ ἀρχὴ πάντων ὁ θεός ἐστιν, οὐχ ὁ χάος· εἰ δὲ οὕτως ἔχει, τίς ἂν ἀρχὴν ἔδωκε τοῦ χάους, εἰ μὴ αὐτὸς ὁ θεός;"
"Itaque homines eorum simulacra finxerunt, ut haberent aliquod ex imaginum contemplatione solatium; progressique longius per amorem meriti, memoriam defunctorum colere coeperunt; ut et gratiam referre bene meritis viderentur, et successores eorum allicerent ad bene imperandi cupiditatem.","Οἱ Βαβυλῶνιοι τὰ εἴδωλα καὶ τὴν μνήμην τῶν τεθνηκότων, μάλιστα δὲ τῶν βασιλέων, προσέθηκαν· οὕτως ἐλπίδα εἶχον ὅτι οἱ διάδοχοι ἐπιμελεῖσθαι τῆς ἀρχῆς τῶν προτέρων ἐμπνεύσονται."
"Verum quoniam pauci utuntur hoc coelesti beneficio ac munere; quod obvoluta in obscuro veritas latet; eaque vel contemptui doctis est, quia idoneis assertoribus eget, vel odio indoctis, ob insitam sibi austeritatem, quam natura hominum proclivis in vitia pati non potest (nam quia virtutibus amaritudo permixta est, vitia vero voluptate condita sunt; illa offensi, hac deliniti feruntur in praeceps, et bonorum specie falsi, mala pro bonis amplectuntur) succurrendum esse his erroribus credidi: ut et docti ad veram sapientiam dirigantur et indocti ad veram religionem.","Ὀλίγοι ἐστὶν οἱ συνιέντες ἢ δέχονται τὴν ἀλήθειαν, ἐπεὶ χαλεπὴ καὶ πολλάκις ἀποδοκιμάζεται καὶ παρὰ τοῖς σοφοῖς καὶ παρὰ τοῖς ἀμαθεῖς· διὰ τοῦτο δεῖ τοὺς πλάνους διορθῶσαι, ἵνα οἱ σοφοὶ εἰς τὴν ἀληθινὴν σοφίαν ἄγωσιν καὶ οἱ ἀμαθεῖς εἰς τὴν ἀληθινὴν θρησκείαν."
